1625928246515;Model.NeuroTagMarkedAsTargetLogEntry;7
1625928246519;Model.SensorTelemetryLogEntry;97;97;98;96;97;97;98;97;C
1625928246520;Model.ExperimentEventLogEntry;started
1625928263406;Model.NeuroTagConfidenceLogEntry;7;0.2014361
1625928263709;Model.NeuroTagMarkedAsTargetLogEntry;1
1625928266088;Model.NeuroTagConfidenceLogEntry;1;0.1983247
1625928266354;Model.NeuroTagConfidenceLogEntry;1;0.1994675
1625928266670;Model.NeuroTagConfidenceLogEntry;1;0.2526362
1625928266987;Model.NeuroTagConfidenceLogEntry;1;0.2248069
1625928267288;Model.NeuroTagConfidenceLogEntry;1;0.3218005
1625928267554;Model.NeuroTagConfidenceLogEntry;1;0.2568212
1625928267870;Model.NeuroTagConfidenceLogEntry;1;0.2484635
1625928268170;Model.NeuroTagConfidenceLogEntry;1;0.3249521
1625928268487;Model.NeuroTagMarkedAsTargetLogEntry;2
1625928268487;Model.NeuroTagHitLogEntry;1
1625928270819;Model.NeuroTagMarkedAsTargetLogEntry;7
1625928270820;Model.NeuroTagHitLogEntry;2
1625928270820;Model.NeuroTagConfidenceLogEntry;7;0.07546277
1625928273151;Model.NeuroTagMarkedAsTargetLogEntry;0
1625928273151;Model.NeuroTagHitLogEntry;7
1625928275550;Model.NeuroTagMarkedAsTargetLogEntry;8
1625928275550;Model.NeuroTagHitLogEntry;0
1625928275550;Model.NeuroTagConfidenceLogEntry;8;0.1427038
1625928277866;Model.NeuroTagMarkedAsTargetLogEntry;7
1625928277866;Model.NeuroTagHitLogEntry;8
1625928277866;Model.NeuroTagConfidenceLogEntry;7;0.04416618
1625928280215;Model.NeuroTagMarkedAsTargetLogEntry;6
1625928280215;Model.NeuroTagHitLogEntry;7
1625928282564;Model.NeuroTagConfidenceLogEntry;6;0.2164692
1625928282847;Model.NeuroTagConfidenceLogEntry;6;0.2208814
1625928283164;Model.NeuroTagConfidenceLogEntry;6;0.2425133
1625928283463;Model.NeuroTagConfidenceLogEntry;6;0.2186234
1625928283746;Model.NeuroTagConfidenceLogEntry;6;0.2273152
1625928284063;Model.NeuroTagConfidenceLogEntry;6;0.1703327
1625928284363;Model.NeuroTagConfidenceLogEntry;6;0.2006987
1625928284646;Model.NeuroTagConfidenceLogEntry;6;0.190865
1625928284962;Model.NeuroTagConfidenceLogEntry;6;0.14207
1625928285263;Model.NeuroTagConfidenceLogEntry;6;0.2388917
1625928285563;Model.NeuroTagConfidenceLogEntry;6;0.2483256
1625928285846;Model.NeuroTagConfidenceLogEntry;6;0.3136148
1625928286146;Model.NeuroTagMarkedAsTargetLogEntry;2
1625928286146;Model.NeuroTagHitLogEntry;6
1625928286146;Model.NeuroTagConfidenceLogEntry;2;0.1498028
1625928288495;Model.NeuroTagConfidenceLogEntry;2;0
1625928288810;Model.NeuroTagConfidenceLogEntry;2;0.06189074
1625928289110;Model.NeuroTagConfidenceLogEntry;2;0.1244794
1625928289410;Model.NeuroTagConfidenceLogEntry;2;0.2077665
1625928289693;Model.NeuroTagConfidenceLogEntry;2;0.2790173
1625928290010;Model.NeuroTagMarkedAsTargetLogEntry;6
1625928290010;Model.NeuroTagHitLogEntry;2
1625928292359;Model.NeuroTagMarkedAsTargetLogEntry;5
1625928292359;Model.NeuroTagHitLogEntry;6
1625928294691;Model.NeuroTagMarkedAsTargetLogEntry;4
1625928294691;Model.NeuroTagHitLogEntry;5
1625928297041;Model.NeuroTagMarkedAsTargetLogEntry;7
1625928297041;Model.NeuroTagHitLogEntry;4
1625928297041;Model.NeuroTagConfidenceLogEntry;7;0.04478413
1625928299373;Model.NeuroTagConfidenceLogEntry;7;0.1751675
1625928299723;Model.NeuroTagConfidenceLogEntry;7;0.1644354
1625928299989;Model.NeuroTagConfidenceLogEntry;7;0.1717456
1625928300306;Model.NeuroTagConfidenceLogEntry;7;0.1332484
1625928300606;Model.NeuroTagConfidenceLogEntry;7;0.1662778
1625928300889;Model.NeuroTagConfidenceLogEntry;7;0.1878716
1625928301206;Model.NeuroTagConfidenceLogEntry;7;0.1475544
1625928301488;Model.NeuroTagConfidenceLogEntry;7;0.04280367
1625928301788;Model.NeuroTagConfidenceLogEntry;7;0
1625928302388;Model.NeuroTagConfidenceLogEntry;7;0.004168504
1625928302704;Model.NeuroTagConfidenceLogEntry;7;0
1625928303920;Model.NeuroTagConfidenceLogEntry;7;0.001092132
1625928304187;Model.NeuroTagConfidenceLogEntry;7;0.01218153
1625928304504;Model.NeuroTagConfidenceLogEntry;7;0.0008268156
1625928304787;Model.NeuroTagConfidenceLogEntry;7;0.1357929
1625928305087;Model.NeuroTagConfidenceLogEntry;7;0.2122618
1625928305404;Model.NeuroTagConfidenceLogEntry;7;0.2699906
1625928305686;Model.NeuroTagMarkedAsTargetLogEntry;2
1625928305686;Model.NeuroTagHitLogEntry;7
1625928308052;Model.NeuroTagMarkedAsTargetLogEntry;5
1625928308052;Model.NeuroTagHitLogEntry;2
1625928310418;Model.NeuroTagMarkedAsTargetLogEntry;1
1625928310419;Model.NeuroTagHitLogEntry;5
1625928312733;Model.NeuroTagMarkedAsTargetLogEntry;8
1625928312733;Model.NeuroTagHitLogEntry;1
1625928315067;Model.NeuroTagMarkedAsTargetLogEntry;0
1625928315067;Model.NeuroTagHitLogEntry;8
1625928317431;Model.NeuroTagConfidenceLogEntry;0;0.298817
1625928317747;Model.NeuroTagConfidenceLogEntry;0;0.2806142
1625928318048;Model.NeuroTagConfidenceLogEntry;0;0.2024814
1625928318314;Model.NeuroTagConfidenceLogEntry;0;0.1913549
1625928318630;Model.NeuroTagConfidenceLogEntry;0;0.1587681
1625928318929;Model.NeuroTagConfidenceLogEntry;0;0.1441252
1625928319230;Model.NeuroTagConfidenceLogEntry;0;0.1408063
1625928319530;Model.NeuroTagConfidenceLogEntry;0;0.187468
1625928319846;Model.NeuroTagConfidenceLogEntry;0;0.2000524
1625928320112;Model.NeuroTagConfidenceLogEntry;0;0.2084653
1625928320430;Model.NeuroTagConfidenceLogEntry;0;0.2286185
1625928320746;Model.NeuroTagConfidenceLogEntry;0;0.2900092
1625928321013;Model.NeuroTagConfidenceLogEntry;0;0.3175487
1625928321329;Model.NeuroTagConfidenceLogEntry;0;0.3242275
1625928321629;Model.NeuroTagMarkedAsTargetLogEntry;5
1625928321630;Model.NeuroTagHitLogEntry;0
1625928321630;Model.NeuroTagConfidenceLogEntry;5;0.1230978
1625928323995;Model.NeuroTagConfidenceLogEntry;5;0
1625928324311;Model.NeuroTagConfidenceLogEntry;5;0.01209506
1625928324595;Model.NeuroTagConfidenceLogEntry;5;0.008303459
1625928324895;Model.NeuroTagConfidenceLogEntry;5;0.06574041
1625928325178;Model.NeuroTagConfidenceLogEntry;5;0.06421674
1625928325494;Model.NeuroTagConfidenceLogEntry;5;0.06628453
1625928325794;Model.NeuroTagConfidenceLogEntry;5;0.07898228
1625928326078;Model.NeuroTagConfidenceLogEntry;5;0.09508833
1625928326395;Model.NeuroTagConfidenceLogEntry;5;0.1055282
1625928326694;Model.NeuroTagConfidenceLogEntry;5;0.1541174
1625928326977;Model.NeuroTagConfidenceLogEntry;5;0.1809578
1625928327294;Model.NeuroTagConfidenceLogEntry;5;0.181082
1625928327593;Model.NeuroTagConfidenceLogEntry;5;0.1812316
1625928327876;Model.NeuroTagConfidenceLogEntry;5;0.1549559
1625928328176;Model.NeuroTagConfidenceLogEntry;5;0.1345116
1625928328493;Model.NeuroTagConfidenceLogEntry;5;0.1276177
1625928328776;Model.NeuroTagConfidenceLogEntry;5;0.08597115
1625928329076;Model.NeuroTagConfidenceLogEntry;5;0.08378989
1625928329392;Model.NeuroTagConfidenceLogEntry;5;0.04467154
1625928329659;Model.NeuroTagConfidenceLogEntry;5;0.02112492
1625928329976;Model.NeuroTagConfidenceLogEntry;5;0
1625928330276;Model.NeuroTagConfidenceLogEntry;5;0.02016564
1625928330558;Model.NeuroTagConfidenceLogEntry;5;0.02923321
1625928330909;Model.NeuroTagConfidenceLogEntry;5;0.07203522
1625928331191;Model.NeuroTagConfidenceLogEntry;5;0.1025803
1625928331458;Model.NeuroTagConfidenceLogEntry;5;0.04968984
1625928331775;Model.NeuroTagConfidenceLogEntry;5;0.06970277
1625928332091;Model.NeuroTagConfidenceLogEntry;5;0.05448484
1625928332391;Model.NeuroTagConfidenceLogEntry;5;0.05328394
1625928332691;Model.NeuroTagConfidenceLogEntry;5;0.05438312
1625928332974;Model.NeuroTagConfidenceLogEntry;5;0.04055777
1625928333274;Model.NeuroTagConfidenceLogEntry;5;0.01516317
1625928333590;Model.NeuroTagConfidenceLogEntry;5;0.02930697
1625928333874;Model.NeuroTagConfidenceLogEntry;5;0
1625928334790;Model.NeuroTagConfidenceLogEntry;5;0.0992567
1625928335073;Model.NeuroTagConfidenceLogEntry;5;0.1825465
1625928335390;Model.NeuroTagConfidenceLogEntry;5;0.1780578
1625928335706;Model.NeuroTagConfidenceLogEntry;5;0.2134591
1625928335973;Model.NeuroTagConfidenceLogEntry;5;0.2531004
1625928336289;Model.NeuroTagMarkedAsTargetLogEntry;2
1625928336290;Model.NeuroTagHitLogEntry;5
1625928338621;Model.NeuroTagMarkedAsTargetLogEntry;4
1625928338622;Model.NeuroTagHitLogEntry;2
1625928340987;Model.NeuroTagMarkedAsTargetLogEntry;8
1625928340987;Model.NeuroTagHitLogEntry;4
1625928340987;Model.NeuroTagConfidenceLogEntry;8;0.04011715
1625928343336;Model.NeuroTagMarkedAsTargetLogEntry;0
1625928343336;Model.NeuroTagHitLogEntry;8
1625928345668;Model.NeuroTagConfidenceLogEntry;0;0
1625928345985;Model.NeuroTagConfidenceLogEntry;0;0.02575266
1625928346285;Model.NeuroTagConfidenceLogEntry;0;0.0645451
1625928346568;Model.NeuroTagConfidenceLogEntry;0;0.08532771
1625928346868;Model.NeuroTagConfidenceLogEntry;0;0.2216675
1625928347184;Model.NeuroTagConfidenceLogEntry;0;0.2817714
1625928347468;Model.NeuroTagMarkedAsTargetLogEntry;5
1625928347468;Model.NeuroTagHitLogEntry;0
1625928349816;Model.NeuroTagMarkedAsTargetLogEntry;3
1625928349817;Model.NeuroTagHitLogEntry;5
1625928352166;Model.NeuroTagConfidenceLogEntry;3;0.3112304
1625928352498;Model.NeuroTagConfidenceLogEntry;3;0.2800762
1625928352782;Model.NeuroTagConfidenceLogEntry;3;0.2850307
1625928353082;Model.NeuroTagConfidenceLogEntry;3;0.2342757
1625928353365;Model.NeuroTagConfidenceLogEntry;3;0.2886477
1625928353682;Model.NeuroTagMarkedAsTargetLogEntry;5
1625928353682;Model.NeuroTagHitLogEntry;3
1625928353682;Model.NeuroTagConfidenceLogEntry;5;0.03208327
1625928356014;Model.NeuroTagMarkedAsTargetLogEntry;2
1625928356014;Model.NeuroTagHitLogEntry;5
1625928356014;Model.NeuroTagConfidenceLogEntry;2;0.03755483
1625928358379;Model.NeuroTagMarkedAsTargetLogEntry;6
1625928358379;Model.NeuroTagHitLogEntry;2
1625928360711;Model.NeuroTagMarkedAsTargetLogEntry;7
1625928360712;Model.NeuroTagHitLogEntry;6
1625928363061;Model.NeuroTagConfidenceLogEntry;7;0.2610774
1625928363360;Model.NeuroTagConfidenceLogEntry;7;0.1548536
1625928363677;Model.NeuroTagConfidenceLogEntry;7;0.1395939
1625928363960;Model.NeuroTagConfidenceLogEntry;7;0.1101417
1625928364260;Model.NeuroTagConfidenceLogEntry;7;0.1094769
1625928364560;Model.NeuroTagConfidenceLogEntry;7;0.01769946
1625928364859;Model.NeuroTagConfidenceLogEntry;7;0
1625928365159;Model.NeuroTagConfidenceLogEntry;7;0.0448949
1625928365459;Model.NeuroTagConfidenceLogEntry;7;0.1238925
1625928365776;Model.NeuroTagConfidenceLogEntry;7;0.1883684
1625928366059;Model.NeuroTagConfidenceLogEntry;7;0.2805676
1625928366359;Model.NeuroTagMarkedAsTargetLogEntry;8
1625928366360;Model.NeuroTagHitLogEntry;7
1625928368691;Model.NeuroTagMarkedAsTargetLogEntry;3
1625928368691;Model.NeuroTagHitLogEntry;8
1625928371057;Model.NeuroTagMarkedAsTargetLogEntry;2
1625928371057;Model.NeuroTagHitLogEntry;3
1625928371057;Model.NeuroTagConfidenceLogEntry;2;0.09334175
1625928373406;Model.NeuroTagMarkedAsTargetLogEntry;7
1625928373406;Model.NeuroTagHitLogEntry;2
1625928373406;Model.NeuroTagConfidenceLogEntry;7;0.01701684
1625928375754;Model.NeuroTagConfidenceLogEntry;7;0.2152488
1625928376038;Model.NeuroTagConfidenceLogEntry;7;0.2860992
1625928376388;Model.NeuroTagConfidenceLogEntry;7;0.2554662
1625928376654;Model.NeuroTagConfidenceLogEntry;7;0.3242476
1625928376970;Model.NeuroTagConfidenceLogEntry;7;0.2637837
1625928377270;Model.NeuroTagConfidenceLogEntry;7;0.210963
1625928377554;Model.NeuroTagConfidenceLogEntry;7;0.2402438
1625928377854;Model.NeuroTagConfidenceLogEntry;7;0.21393
1625928378170;Model.NeuroTagConfidenceLogEntry;7;0.1934625
1625928378454;Model.NeuroTagConfidenceLogEntry;7;0.2002553
1625928378753;Model.NeuroTagConfidenceLogEntry;7;0.1423881
1625928379069;Model.NeuroTagConfidenceLogEntry;7;0.147524
1625928379337;Model.NeuroTagConfidenceLogEntry;7;0.06461624
1625928379652;Model.NeuroTagConfidenceLogEntry;7;0.2130134
1625928379953;Model.NeuroTagConfidenceLogEntry;7;0.2284527
1625928380269;Model.NeuroTagConfidenceLogEntry;7;0.2571577
1625928380552;Model.NeuroTagConfidenceLogEntry;7;0.2034057
1625928380852;Model.NeuroTagConfidenceLogEntry;7;0.2387916
1625928381170;Model.NeuroTagConfidenceLogEntry;7;0.2346979
1625928381468;Model.NeuroTagConfidenceLogEntry;7;0.2600179
1625928381751;Model.NeuroTagConfidenceLogEntry;7;0.2840289
1625928382069;Model.NeuroTagConfidenceLogEntry;7;0.2389771
1625928382368;Model.NeuroTagConfidenceLogEntry;7;0.2530756
1625928382668;Model.NeuroTagConfidenceLogEntry;7;0.220421
1625928382935;Model.NeuroTagMarkedAsTargetLogEntry;1
1625928382935;Model.NeuroTagHitLogEntry;7
1625928385300;Model.NeuroTagConfidenceLogEntry;1;0.1690759
1625928385617;Model.NeuroTagConfidenceLogEntry;1;0.2401698
1625928385933;Model.NeuroTagConfidenceLogEntry;1;0.3134407
1625928386216;Model.NeuroTagConfidenceLogEntry;1;0.3207211
1625928386517;Model.NeuroTagConfidenceLogEntry;1;0.3003424
1625928386816;Model.NeuroTagMarkedAsTargetLogEntry;3
1625928386817;Model.NeuroTagHitLogEntry;1
1625928386817;Model.NeuroTagConfidenceLogEntry;3;0.004714645
1625928389166;Model.NeuroTagMarkedAsTargetLogEntry;8
1625928389166;Model.NeuroTagHitLogEntry;3
1625928391498;Model.NeuroTagMarkedAsTargetLogEntry;2
1625928391498;Model.NeuroTagHitLogEntry;8
1625928393863;Model.NeuroTagMarkedAsTargetLogEntry;1
1625928393863;Model.NeuroTagHitLogEntry;2
1625928396212;Model.NeuroTagConfidenceLogEntry;1;0.138896
1625928398527;Model.NeuroTagMarkedAsTargetLogEntry;6
1625928398527;Model.NeuroTagHitLogEntry;1
1625928398527;Model.NeuroTagConfidenceLogEntry;6;0
1625928400910;Model.NeuroTagMarkedAsTargetLogEntry;4
1625928400910;Model.NeuroTagHitLogEntry;6
1625928403243;Model.NeuroTagMarkedAsTargetLogEntry;8
1625928403243;Model.NeuroTagHitLogEntry;4
1625928403243;Model.NeuroTagConfidenceLogEntry;8;0.08765242
1625928405608;Model.NeuroTagMarkedAsTargetLogEntry;2
1625928405608;Model.NeuroTagHitLogEntry;8
1625928407923;Model.NeuroTagMarkedAsTargetLogEntry;8
1625928407924;Model.NeuroTagHitLogEntry;2
1625928410256;Model.NeuroTagMarkedAsTargetLogEntry;0
1625928410256;Model.NeuroTagHitLogEntry;8
1625928412622;Model.NeuroTagConfidenceLogEntry;0;0.3071088
1625928412938;Model.NeuroTagConfidenceLogEntry;0;0.2661762
1625928413238;Model.NeuroTagConfidenceLogEntry;0;0.2069981
1625928413520;Model.NeuroTagConfidenceLogEntry;0;0.2025254
1625928413837;Model.NeuroTagConfidenceLogEntry;0;0.1809141
1625928414138;Model.NeuroTagConfidenceLogEntry;0;0.1412084
1625928414454;Model.NeuroTagConfidenceLogEntry;0;0.06473009
1625928414720;Model.NeuroTagConfidenceLogEntry;0;0.02256698
1625928415037;Model.NeuroTagConfidenceLogEntry;0;0.05466917
1625928415354;Model.NeuroTagConfidenceLogEntry;0;0.07068649
1625928415653;Model.NeuroTagConfidenceLogEntry;0;0.09445819
1625928415937;Model.NeuroTagConfidenceLogEntry;0;0.05650276
1625928416252;Model.NeuroTagConfidenceLogEntry;0;0.1018506
1625928416553;Model.NeuroTagConfidenceLogEntry;0;0.1895845
1625928416820;Model.NeuroTagConfidenceLogEntry;0;0.1982696
1625928417136;Model.NeuroTagConfidenceLogEntry;0;0.2254613
1625928417452;Model.NeuroTagConfidenceLogEntry;0;0.3212849
1625928417736;Model.NeuroTagMarkedAsTargetLogEntry;7
1625928417736;Model.NeuroTagHitLogEntry;0
1625928417736;Model.NeuroTagConfidenceLogEntry;7;0.03849953
1625928420069;Model.NeuroTagMarkedAsTargetLogEntry;2
1625928420069;Model.NeuroTagHitLogEntry;7
1625928422450;Model.NeuroTagMarkedAsTargetLogEntry;1
1625928422450;Model.NeuroTagHitLogEntry;2
1625928424784;Model.ExperimentEventLogEntry;finished
1625928424784;Model.NeuroTagHitLogEntry;1
