1626100085378;Model.NeuroTagMarkedAsTargetLogEntry;7
1626100085389;Model.SensorTelemetryLogEntry;95;97;93;96;96;99;99;93;C
1626100085389;Model.ExperimentEventLogEntry;started
1626100156410;Model.NeuroTagConfidenceLogEntry;5;0.1378458
1626100156711;Model.NeuroTagConfidenceLogEntry;5;0.1329241
1626100157009;Model.NeuroTagConfidenceLogEntry;5;0.1083008
1626100157310;Model.NeuroTagConfidenceLogEntry;5;0.2570303
1626100157609;Model.NeuroTagConfidenceLogEntry;5;0.2600431
1626100157911;Model.NeuroTagConfidenceLogEntry;5;0.2877464
1626100158208;Model.NeuroTagMarkedAsTargetLogEntry;1
1626100158209;Model.NeuroTagHitLogEntry;5
1626100160541;Model.NeuroTagConfidenceLogEntry;1;0.2753421
1626100160874;Model.NeuroTagConfidenceLogEntry;1;0.2516821
1626100161141;Model.NeuroTagConfidenceLogEntry;1;0.2617829
1626100161440;Model.NeuroTagConfidenceLogEntry;1;0.2933104
1626100161741;Model.NeuroTagMarkedAsTargetLogEntry;8
1626100161741;Model.NeuroTagHitLogEntry;1
1626100161741;Model.NeuroTagConfidenceLogEntry;8;0.05413257
1626100164106;Model.NeuroTagMarkedAsTargetLogEntry;0
1626100164106;Model.NeuroTagHitLogEntry;8
1626100166457;Model.NeuroTagMarkedAsTargetLogEntry;5
1626100166457;Model.NeuroTagHitLogEntry;0
1626100166457;Model.NeuroTagConfidenceLogEntry;5;0.07254847
1626100168787;Model.NeuroTagMarkedAsTargetLogEntry;2
1626100168788;Model.NeuroTagHitLogEntry;5
1626100171136;Model.NeuroTagMarkedAsTargetLogEntry;4
1626100171136;Model.NeuroTagHitLogEntry;2
1626100173501;Model.NeuroTagMarkedAsTargetLogEntry;8
1626100173502;Model.NeuroTagHitLogEntry;4
1626100173502;Model.NeuroTagConfidenceLogEntry;8;0
1626100175851;Model.NeuroTagMarkedAsTargetLogEntry;0
1626100175852;Model.NeuroTagHitLogEntry;8
1626100178183;Model.NeuroTagMarkedAsTargetLogEntry;5
1626100178183;Model.NeuroTagHitLogEntry;0
1626100180549;Model.NeuroTagMarkedAsTargetLogEntry;3
1626100180549;Model.NeuroTagHitLogEntry;5
1626100182882;Model.NeuroTagConfidenceLogEntry;3;0.2751476
1626100183181;Model.NeuroTagConfidenceLogEntry;3;0.2421908
1626100183481;Model.NeuroTagConfidenceLogEntry;3;0.2367604
1626100183781;Model.NeuroTagConfidenceLogEntry;3;0.2622527
1626100184080;Model.NeuroTagConfidenceLogEntry;3;0.2723373
1626100184380;Model.NeuroTagMarkedAsTargetLogEntry;5
1626100184381;Model.NeuroTagHitLogEntry;3
1626100186729;Model.NeuroTagConfidenceLogEntry;5;0.2361189
1626100187029;Model.NeuroTagConfidenceLogEntry;5;0.2324941
1626100187312;Model.NeuroTagConfidenceLogEntry;5;0.2050447
1626100187614;Model.NeuroTagConfidenceLogEntry;5;0.2206773
1626100187947;Model.NeuroTagConfidenceLogEntry;5;0.2173651
1626100188211;Model.NeuroTagConfidenceLogEntry;5;0.2046025
1626100188513;Model.NeuroTagConfidenceLogEntry;5;0.2341546
1626100188828;Model.NeuroTagConfidenceLogEntry;5;0.2553937
1626100189129;Model.NeuroTagConfidenceLogEntry;5;0.2794953
1626100189428;Model.NeuroTagConfidenceLogEntry;5;0.2838078
1626100189728;Model.NeuroTagMarkedAsTargetLogEntry;2
1626100189728;Model.NeuroTagHitLogEntry;5
1626100192062;Model.NeuroTagConfidenceLogEntry;2;0.2159126
1626100192393;Model.NeuroTagConfidenceLogEntry;2;0.220373
1626100192692;Model.NeuroTagConfidenceLogEntry;2;0.2391279
1626100192960;Model.NeuroTagMarkedAsTargetLogEntry;6
1626100192960;Model.NeuroTagHitLogEntry;2
1626100195325;Model.NeuroTagMarkedAsTargetLogEntry;7
1626100195325;Model.NeuroTagHitLogEntry;6
1626100195326;Model.NeuroTagConfidenceLogEntry;7;0
1626100197674;Model.NeuroTagConfidenceLogEntry;7;0.1462933
1626100197976;Model.NeuroTagConfidenceLogEntry;7;0.1386545
1626100198276;Model.NeuroTagConfidenceLogEntry;7;0.1733582
1626100198573;Model.NeuroTagConfidenceLogEntry;7;0.1828365
1626100198876;Model.NeuroTagConfidenceLogEntry;7;0.2443728
1626100199173;Model.NeuroTagConfidenceLogEntry;7;0.2765459
1626100199476;Model.NeuroTagMarkedAsTargetLogEntry;8
1626100199476;Model.NeuroTagHitLogEntry;7
1626100201822;Model.NeuroTagMarkedAsTargetLogEntry;3
1626100201822;Model.NeuroTagHitLogEntry;8
1626100204190;Model.NeuroTagConfidenceLogEntry;3;0.2166723
1626100204487;Model.NeuroTagConfidenceLogEntry;3;0.238186
1626100204770;Model.NeuroTagConfidenceLogEntry;3;0.2694978
1626100205071;Model.NeuroTagConfidenceLogEntry;3;0.284196
1626100205372;Model.NeuroTagConfidenceLogEntry;3;0.2726849
1626100205671;Model.NeuroTagMarkedAsTargetLogEntry;2
1626100205671;Model.NeuroTagHitLogEntry;3
1626100205671;Model.NeuroTagConfidenceLogEntry;2;0.005739862
1626100208036;Model.NeuroTagConfidenceLogEntry;2;0.01686814
1626100208335;Model.NeuroTagConfidenceLogEntry;2;0.1232764
1626100208602;Model.NeuroTagConfidenceLogEntry;2;0.1303811
1626100208919;Model.NeuroTagConfidenceLogEntry;2;0.152833
1626100209219;Model.NeuroTagConfidenceLogEntry;2;0.1526842
1626100209502;Model.NeuroTagConfidenceLogEntry;2;0.2392323
1626100209837;Model.NeuroTagConfidenceLogEntry;2;0.2250096
1626100210119;Model.NeuroTagMarkedAsTargetLogEntry;7
1626100210119;Model.NeuroTagHitLogEntry;2
1626100212483;Model.NeuroTagMarkedAsTargetLogEntry;1
1626100212483;Model.NeuroTagHitLogEntry;7
1626100214816;Model.NeuroTagConfidenceLogEntry;1;0.2168074
1626100215115;Model.NeuroTagConfidenceLogEntry;1;0.2501029
1626100215416;Model.NeuroTagConfidenceLogEntry;1;0.2621078
1626100215716;Model.NeuroTagConfidenceLogEntry;1;0.2768725
1626100216016;Model.NeuroTagConfidenceLogEntry;1;0.2579236
1626100216317;Model.NeuroTagConfidenceLogEntry;1;0.2273017
1626100216615;Model.NeuroTagConfidenceLogEntry;1;0.2596294
1626100216900;Model.NeuroTagMarkedAsTargetLogEntry;3
1626100216900;Model.NeuroTagHitLogEntry;1
1626100216900;Model.NeuroTagConfidenceLogEntry;3;0.02372428
1626100219267;Model.NeuroTagMarkedAsTargetLogEntry;8
1626100219267;Model.NeuroTagHitLogEntry;3
1626100221613;Model.NeuroTagMarkedAsTargetLogEntry;2
1626100221613;Model.NeuroTagHitLogEntry;8
1626100223962;Model.NeuroTagMarkedAsTargetLogEntry;1
1626100223962;Model.NeuroTagHitLogEntry;2
1626100226294;Model.NeuroTagMarkedAsTargetLogEntry;6
1626100226294;Model.NeuroTagHitLogEntry;1
1626100228644;Model.NeuroTagMarkedAsTargetLogEntry;4
1626100228644;Model.NeuroTagHitLogEntry;6
1626100231010;Model.NeuroTagMarkedAsTargetLogEntry;8
1626100231010;Model.NeuroTagHitLogEntry;4
1626100231010;Model.NeuroTagConfidenceLogEntry;8;0.08425035
1626100233358;Model.NeuroTagConfidenceLogEntry;8;0.2585094
1626100233657;Model.NeuroTagConfidenceLogEntry;8;0.2684173
1626100233958;Model.NeuroTagConfidenceLogEntry;8;0.2597944
1626100234260;Model.NeuroTagConfidenceLogEntry;8;0.2952391
1626100234560;Model.NeuroTagMarkedAsTargetLogEntry;2
1626100234560;Model.NeuroTagHitLogEntry;8
1626100236892;Model.NeuroTagConfidenceLogEntry;2;0.2946464
1626100237190;Model.NeuroTagConfidenceLogEntry;2;0.2535526
1626100237523;Model.NeuroTagConfidenceLogEntry;2;0.2832384
1626100237791;Model.NeuroTagConfidenceLogEntry;2;0.2504943
1626100238090;Model.NeuroTagConfidenceLogEntry;2;0.2957189
1626100238423;Model.NeuroTagMarkedAsTargetLogEntry;8
1626100238423;Model.NeuroTagHitLogEntry;2
1626100240755;Model.NeuroTagMarkedAsTargetLogEntry;0
1626100240755;Model.NeuroTagHitLogEntry;8
1626100243087;Model.NeuroTagMarkedAsTargetLogEntry;7
1626100243087;Model.NeuroTagHitLogEntry;0
1626100243087;Model.NeuroTagConfidenceLogEntry;7;0.09314467
1626100245452;Model.NeuroTagMarkedAsTargetLogEntry;2
1626100245452;Model.NeuroTagHitLogEntry;7
1626100247802;Model.NeuroTagConfidenceLogEntry;2;0.2528972
1626100248084;Model.NeuroTagConfidenceLogEntry;2;0.278326
1626100248384;Model.NeuroTagMarkedAsTargetLogEntry;1
1626100248384;Model.NeuroTagHitLogEntry;2
1626100250750;Model.ExperimentEventLogEntry;finished
1626100250750;Model.NeuroTagHitLogEntry;1
