1625316266446;Model.NeuroTagMarkedAsTargetLogEntry;7
1625316266450;Model.SensorTelemetryLogEntry;93;96;98;98;91;94;95;97;E
1625316266450;Model.ExperimentEventLogEntry;started
1625316322534;Model.NeuroTagConfidenceLogEntry;8;0.1167892
1625316322867;Model.NeuroTagConfidenceLogEntry;8;0.1472332
1625316323150;Model.NeuroTagConfidenceLogEntry;8;0.1339962
1625316323450;Model.NeuroTagConfidenceLogEntry;8;0.1690408
1625316323751;Model.NeuroTagConfidenceLogEntry;8;0.2274569
1625316324033;Model.NeuroTagConfidenceLogEntry;8;0.2737691
1625316324366;Model.NeuroTagMarkedAsTargetLogEntry;7
1625316324366;Model.NeuroTagHitLogEntry;8
1625316324366;Model.NeuroTagConfidenceLogEntry;7;0.04308083
1625316326682;Model.NeuroTagConfidenceLogEntry;7;0.2619411
1625316326982;Model.NeuroTagConfidenceLogEntry;7;0.1914641
1625316327298;Model.NeuroTagConfidenceLogEntry;7;0.2433878
1625316327598;Model.NeuroTagConfidenceLogEntry;7;0.2886349
1625316327899;Model.NeuroTagConfidenceLogEntry;7;0.3196563
1625316328182;Model.NeuroTagMarkedAsTargetLogEntry;1
1625316328182;Model.NeuroTagHitLogEntry;7
1625316330530;Model.NeuroTagConfidenceLogEntry;1;0.110525
1625316330865;Model.NeuroTagConfidenceLogEntry;1;0.2215719
1625316331147;Model.NeuroTagConfidenceLogEntry;1;0.205813
1625316331447;Model.NeuroTagConfidenceLogEntry;1;0.2216664
1625316331746;Model.NeuroTagConfidenceLogEntry;1;0.1541398
1625316332063;Model.NeuroTagConfidenceLogEntry;1;0.2188926
1625316332330;Model.NeuroTagConfidenceLogEntry;1;0.2105809
1625316332646;Model.NeuroTagConfidenceLogEntry;1;0.228503
1625316332946;Model.NeuroTagConfidenceLogEntry;1;0.2510469
1625316333263;Model.NeuroTagConfidenceLogEntry;1;0.2060685
1625316333565;Model.NeuroTagConfidenceLogEntry;1;0.2073328
1625316333862;Model.NeuroTagConfidenceLogEntry;1;0.2406191
1625316334145;Model.NeuroTagConfidenceLogEntry;1;0.235783
1625316334429;Model.NeuroTagConfidenceLogEntry;1;0.2099477
1625316334729;Model.NeuroTagConfidenceLogEntry;1;0.2507296
1625316335045;Model.NeuroTagConfidenceLogEntry;1;0.2319117
1625316335345;Model.NeuroTagConfidenceLogEntry;1;0.2510267
1625316335628;Model.NeuroTagConfidenceLogEntry;1;0.2919195
1625316335961;Model.NeuroTagConfidenceLogEntry;1;0.2660857
1625316336244;Model.NeuroTagConfidenceLogEntry;1;0.2423734
1625316336544;Model.NeuroTagConfidenceLogEntry;1;0.2277235
1625316336861;Model.NeuroTagConfidenceLogEntry;1;0.2372038
1625316337144;Model.NeuroTagConfidenceLogEntry;1;0.2384678
1625316337443;Model.NeuroTagConfidenceLogEntry;1;0.267876
1625316337727;Model.NeuroTagConfidenceLogEntry;1;0.3114458
1625316338027;Model.NeuroTagConfidenceLogEntry;1;0.2522019
1625316338343;Model.NeuroTagConfidenceLogEntry;1;0.2213917
1625316338643;Model.NeuroTagConfidenceLogEntry;1;0.1194763
1625316338928;Model.NeuroTagConfidenceLogEntry;1;0.1586791
1625316339226;Model.NeuroTagConfidenceLogEntry;1;0.1865561
1625316339545;Model.NeuroTagConfidenceLogEntry;1;0.1772735
1625316339844;Model.NeuroTagConfidenceLogEntry;1;0.1641437
1625316340143;Model.NeuroTagConfidenceLogEntry;1;0.1115648
1625316340460;Model.NeuroTagConfidenceLogEntry;1;0.1602116
1625316340759;Model.NeuroTagConfidenceLogEntry;1;0.1731468
1625316341042;Model.NeuroTagConfidenceLogEntry;1;0.2302257
1625316341342;Model.NeuroTagConfidenceLogEntry;1;0.1569393
1625316341659;Model.NeuroTagConfidenceLogEntry;1;0.1219995
1625316341942;Model.NeuroTagConfidenceLogEntry;1;0.1009202
1625316342242;Model.NeuroTagConfidenceLogEntry;1;0.1126514
1625316342576;Model.NeuroTagConfidenceLogEntry;1;0.05188266
1625316342859;Model.NeuroTagConfidenceLogEntry;1;0.01584383
1625316343124;Model.NeuroTagConfidenceLogEntry;1;0
1625316344941;Model.NeuroTagConfidenceLogEntry;1;0.05801309
1625316345240;Model.NeuroTagConfidenceLogEntry;1;0.1298794
1625316345540;Model.NeuroTagConfidenceLogEntry;1;0.1874073
1625316345824;Model.NeuroTagConfidenceLogEntry;1;0.1830549
1625316346156;Model.NeuroTagConfidenceLogEntry;1;0.1871697
1625316346457;Model.NeuroTagConfidenceLogEntry;1;0.1908036
1625316346740;Model.NeuroTagConfidenceLogEntry;1;0.1986203
1625316347040;Model.NeuroTagConfidenceLogEntry;1;0.2344833
1625316347339;Model.NeuroTagConfidenceLogEntry;1;0.1908153
1625316347640;Model.NeuroTagConfidenceLogEntry;1;0.1119707
1625316347940;Model.NeuroTagConfidenceLogEntry;1;0.1988509
1625316348239;Model.NeuroTagConfidenceLogEntry;1;0.2584476
1625316348556;Model.NeuroTagConfidenceLogEntry;1;0.287751
1625316348856;Model.NeuroTagMarkedAsTargetLogEntry;2
1625316348856;Model.NeuroTagHitLogEntry;1
1625316351205;Model.NeuroTagConfidenceLogEntry;2;0.08168508
1625316351505;Model.NeuroTagConfidenceLogEntry;2;0.1443617
1625316351807;Model.NeuroTagConfidenceLogEntry;2;0.155632
1625316352105;Model.NeuroTagConfidenceLogEntry;2;0.1552388
1625316352404;Model.NeuroTagConfidenceLogEntry;2;0.1503879
1625316352704;Model.NeuroTagConfidenceLogEntry;2;0.2069744
1625316352987;Model.NeuroTagConfidenceLogEntry;2;0.2077333
1625316353303;Model.NeuroTagConfidenceLogEntry;2;0.1325299
1625316353603;Model.NeuroTagConfidenceLogEntry;2;0.190094
1625316353886;Model.NeuroTagConfidenceLogEntry;2;0.1864657
1625316354186;Model.NeuroTagConfidenceLogEntry;2;0.1560092
1625316354486;Model.NeuroTagConfidenceLogEntry;2;0.119377
1625316354803;Model.NeuroTagConfidenceLogEntry;2;0.1628325
1625316355102;Model.NeuroTagConfidenceLogEntry;2;0.1855429
1625316355388;Model.NeuroTagConfidenceLogEntry;2;0.1756909
1625316355686;Model.NeuroTagConfidenceLogEntry;2;0.1740928
1625316355986;Model.NeuroTagConfidenceLogEntry;2;0.1813015
1625316356285;Model.NeuroTagConfidenceLogEntry;2;0.1577527
1625316356618;Model.NeuroTagConfidenceLogEntry;2;0.1263106
1625316356902;Model.NeuroTagConfidenceLogEntry;2;0.2036022
1625316357202;Model.NeuroTagConfidenceLogEntry;2;0.1155465
1625316357502;Model.NeuroTagConfidenceLogEntry;2;0.07431824
1625316357802;Model.NeuroTagConfidenceLogEntry;2;0
1625316360201;Model.NeuroTagConfidenceLogEntry;2;0.02120323
1625316360500;Model.NeuroTagConfidenceLogEntry;2;0.07070308
1625316360801;Model.NeuroTagConfidenceLogEntry;2;0.1381223
1625316361102;Model.NeuroTagConfidenceLogEntry;2;0.1161174
1625316361400;Model.NeuroTagConfidenceLogEntry;2;0.1428068
1625316361683;Model.NeuroTagConfidenceLogEntry;2;0.1893533
1625316361984;Model.NeuroTagConfidenceLogEntry;2;0.1926596
1625316362316;Model.NeuroTagConfidenceLogEntry;2;0.1808859
1625316362600;Model.NeuroTagConfidenceLogEntry;2;0.173988
1625316362899;Model.NeuroTagConfidenceLogEntry;2;0.1680832
1625316363183;Model.NeuroTagConfidenceLogEntry;2;0.1249816
1625316363482;Model.NeuroTagConfidenceLogEntry;2;0.1057121
1625316363799;Model.NeuroTagConfidenceLogEntry;2;0.09694561
1625316364100;Model.NeuroTagConfidenceLogEntry;2;0.07821923
1625316364382;Model.NeuroTagConfidenceLogEntry;2;0.05348308
1625316364681;Model.NeuroTagConfidenceLogEntry;2;0.0794544
1625316364999;Model.NeuroTagConfidenceLogEntry;2;0.03608423
1625316365300;Model.NeuroTagConfidenceLogEntry;2;0.01738557
1625316365598;Model.NeuroTagConfidenceLogEntry;2;0.05905324
1625316365881;Model.NeuroTagConfidenceLogEntry;2;0.08564819
1625316366181;Model.NeuroTagConfidenceLogEntry;2;0.07349526
1625316366514;Model.NeuroTagConfidenceLogEntry;2;0.1504788
1625316366798;Model.NeuroTagConfidenceLogEntry;2;0.09266242
1625316367097;Model.NeuroTagConfidenceLogEntry;2;0.1094634
1625316367397;Model.NeuroTagConfidenceLogEntry;2;0.09773783
1625316367698;Model.NeuroTagConfidenceLogEntry;2;0.07515201
1625316367981;Model.NeuroTagConfidenceLogEntry;2;0.09726305
1625316368313;Model.NeuroTagConfidenceLogEntry;2;0.05395978
1625316368614;Model.NeuroTagConfidenceLogEntry;2;0.06715456
1625316368896;Model.NeuroTagConfidenceLogEntry;2;0.03884949
1625316369196;Model.NeuroTagConfidenceLogEntry;2;0.01983362
1625316369480;Model.NeuroTagConfidenceLogEntry;2;0.1061146
1625316369779;Model.NeuroTagConfidenceLogEntry;2;0.1003255
1625316370096;Model.NeuroTagConfidenceLogEntry;2;0.1027348
1625316370396;Model.NeuroTagConfidenceLogEntry;2;0.09680175
1625316370696;Model.NeuroTagConfidenceLogEntry;2;0.1307384
1625316370996;Model.NeuroTagConfidenceLogEntry;2;0.1453116
1625316371279;Model.NeuroTagConfidenceLogEntry;2;0.1381102
1625316371612;Model.NeuroTagConfidenceLogEntry;2;0.2181289
1625316371912;Model.NeuroTagConfidenceLogEntry;2;0.1517719
1625316372195;Model.NeuroTagConfidenceLogEntry;2;0.1484451
1625316372496;Model.NeuroTagConfidenceLogEntry;2;0.1918739
1625316372795;Model.NeuroTagConfidenceLogEntry;2;0.1299666
1625316373094;Model.NeuroTagConfidenceLogEntry;2;0.1757864
1625316373413;Model.NeuroTagConfidenceLogEntry;2;0.1430712
1625316373678;Model.NeuroTagConfidenceLogEntry;2;0.1035465
1625316373994;Model.NeuroTagConfidenceLogEntry;2;0
1625316374294;Model.NeuroTagConfidenceLogEntry;2;0.0109573
1625316374577;Model.NeuroTagConfidenceLogEntry;2;0.002222566
1625316374877;Model.NeuroTagConfidenceLogEntry;2;0
1625316375211;Model.NeuroTagConfidenceLogEntry;2;0.09049027
1625316375494;Model.NeuroTagConfidenceLogEntry;2;0.09164681
1625316375793;Model.NeuroTagConfidenceLogEntry;2;0.06947055
1625316376076;Model.NeuroTagConfidenceLogEntry;2;0.09286768
1625316376376;Model.NeuroTagConfidenceLogEntry;2;0.2210233
1625316376709;Model.NeuroTagConfidenceLogEntry;2;0.1381121
1625316376992;Model.NeuroTagConfidenceLogEntry;2;0.2000285
1625316377293;Model.NeuroTagConfidenceLogEntry;2;0.2225244
1625316377593;Model.NeuroTagConfidenceLogEntry;2;0.2078063
1625316377876;Model.NeuroTagConfidenceLogEntry;2;0.2010294
1625316378176;Model.NeuroTagConfidenceLogEntry;2;0.1419217
1625316378508;Model.NeuroTagConfidenceLogEntry;2;0.1629982
1625316378792;Model.NeuroTagConfidenceLogEntry;2;0.1297385
1625316379092;Model.NeuroTagConfidenceLogEntry;2;0.1265505
1625316379392;Model.NeuroTagConfidenceLogEntry;2;0.1221302
1625316379675;Model.NeuroTagConfidenceLogEntry;2;0.05528876
1625316380007;Model.NeuroTagConfidenceLogEntry;2;0.05637207
1625316380308;Model.NeuroTagConfidenceLogEntry;2;0.1185693
1625316380591;Model.NeuroTagConfidenceLogEntry;2;0.1939348
1625316380891;Model.NeuroTagConfidenceLogEntry;2;0.194118
1625316381175;Model.NeuroTagConfidenceLogEntry;2;0.1560663
1625316381474;Model.NeuroTagConfidenceLogEntry;2;0.1345916
1625316381790;Model.NeuroTagConfidenceLogEntry;2;0.1436335
1625316382091;Model.NeuroTagConfidenceLogEntry;2;0.06961926
1625316382391;Model.NeuroTagConfidenceLogEntry;2;0.02054589
1625316382691;Model.NeuroTagConfidenceLogEntry;2;0
1625316384805;Model.NeuroTagConfidenceLogEntry;2;0.0008577295
1625316385105;Model.NeuroTagConfidenceLogEntry;2;0.0006467621
1625316385389;Model.NeuroTagConfidenceLogEntry;2;0.0381589
1625316385689;Model.NeuroTagConfidenceLogEntry;2;0
1625316386905;Model.NeuroTagConfidenceLogEntry;2;0.059564
1625316387188;Model.NeuroTagConfidenceLogEntry;2;0.06737773
1625316387487;Model.NeuroTagConfidenceLogEntry;2;0.1697831
1625316387788;Model.NeuroTagConfidenceLogEntry;2;0.1224456
1625316388104;Model.NeuroTagConfidenceLogEntry;2;0.1452245
1625316388404;Model.NeuroTagConfidenceLogEntry;2;0.1319756
1625316388687;Model.NeuroTagConfidenceLogEntry;2;0.1440666
1625316388987;Model.NeuroTagConfidenceLogEntry;2;0.109534
1625316389321;Model.NeuroTagConfidenceLogEntry;2;0.06854543
1625316389604;Model.NeuroTagConfidenceLogEntry;2;0.03845154
1625316389904;Model.NeuroTagConfidenceLogEntry;2;0
1625316390486;Model.NeuroTagConfidenceLogEntry;2;0.02023338
1625316390787;Model.NeuroTagConfidenceLogEntry;2;0.09062118
1625316391088;Model.NeuroTagConfidenceLogEntry;2;0.1199004
1625316391369;Model.NeuroTagConfidenceLogEntry;2;0.1123702
1625316391703;Model.NeuroTagConfidenceLogEntry;2;0.1115464
1625316392002;Model.NeuroTagConfidenceLogEntry;2;0.09156193
1625316392285;Model.NeuroTagConfidenceLogEntry;2;0.09232672
1625316392585;Model.NeuroTagConfidenceLogEntry;2;0.1706581
1625316392902;Model.NeuroTagConfidenceLogEntry;2;0.1380887
1625316393202;Model.NeuroTagConfidenceLogEntry;2;0.1123568
1625316393502;Model.NeuroTagConfidenceLogEntry;2;0.110068
1625316393785;Model.NeuroTagConfidenceLogEntry;2;0.06285121
1625316394085;Model.NeuroTagConfidenceLogEntry;2;0.07026587
1625316394385;Model.NeuroTagConfidenceLogEntry;2;0.103777
1625316394718;Model.NeuroTagConfidenceLogEntry;2;0.1254996
1625316395001;Model.NeuroTagConfidenceLogEntry;2;0.08473632
1625316395285;Model.NeuroTagConfidenceLogEntry;2;0.09471072
1625316395584;Model.NeuroTagConfidenceLogEntry;2;0.05762318
1625316395884;Model.NeuroTagConfidenceLogEntry;2;0
1625316396201;Model.NeuroTagConfidenceLogEntry;2;0.02502304
1625316396500;Model.NeuroTagConfidenceLogEntry;2;0.03980085
1625316396784;Model.NeuroTagConfidenceLogEntry;2;0.08210439
1625316397084;Model.NeuroTagConfidenceLogEntry;2;0.1395043
1625316397400;Model.NeuroTagConfidenceLogEntry;2;0.1192803
1625316397700;Model.NeuroTagConfidenceLogEntry;2;0.1641969
1625316398000;Model.NeuroTagConfidenceLogEntry;2;0.2039478
1625316398284;Model.NeuroTagConfidenceLogEntry;2;0.1759597
1625316398616;Model.NeuroTagConfidenceLogEntry;2;0.2059651
1625316398916;Model.NeuroTagConfidenceLogEntry;2;0.1827031
1625316399199;Model.NeuroTagConfidenceLogEntry;2;0.1136568
1625316399499;Model.NeuroTagConfidenceLogEntry;2;0
1625316400682;Model.NeuroTagConfidenceLogEntry;2;0.06232341
1625316400999;Model.NeuroTagConfidenceLogEntry;2;0.08863852
1625316401298;Model.NeuroTagConfidenceLogEntry;2;0.08088084
1625316401598;Model.NeuroTagConfidenceLogEntry;2;0.09397792
1625316401881;Model.NeuroTagConfidenceLogEntry;2;0.1761561
1625316402215;Model.NeuroTagConfidenceLogEntry;2;0.2580252
1625316402481;Model.NeuroTagConfidenceLogEntry;2;0.2790251
1625316402799;Model.NeuroTagConfidenceLogEntry;2;0.156185
1625316403098;Model.NeuroTagConfidenceLogEntry;2;0.1310592
1625316403397;Model.NeuroTagConfidenceLogEntry;2;0.1313393
1625316403680;Model.NeuroTagConfidenceLogEntry;2;0.1286753
1625316404014;Model.NeuroTagConfidenceLogEntry;2;0.1168998
1625316404297;Model.NeuroTagConfidenceLogEntry;2;0.0923719
1625316404597;Model.NeuroTagConfidenceLogEntry;2;0.0976574
1625316404897;Model.NeuroTagConfidenceLogEntry;2;0.07532221
1625316405180;Model.NeuroTagConfidenceLogEntry;2;0.0343058
1625316405514;Model.NeuroTagConfidenceLogEntry;2;0
1625316406979;Model.NeuroTagConfidenceLogEntry;2;0.001572545
1625316407313;Model.NeuroTagConfidenceLogEntry;2;0.006051484
1625316407579;Model.NeuroTagConfidenceLogEntry;2;0.0005130948
1625316407912;Model.NeuroTagConfidenceLogEntry;2;0.253624
1625316408213;Model.NeuroTagConfidenceLogEntry;2;0.2405182
1625316408479;Model.NeuroTagConfidenceLogEntry;2;0.3088196
1625316408812;Model.NeuroTagConfidenceLogEntry;2;0.2585648
1625316409114;Model.NeuroTagConfidenceLogEntry;2;0.2334537
1625316409395;Model.NeuroTagConfidenceLogEntry;2;0.2551408
1625316409695;Model.NeuroTagConfidenceLogEntry;2;0.1917545
1625316409995;Model.NeuroTagConfidenceLogEntry;2;0.238702
1625316410294;Model.NeuroTagConfidenceLogEntry;2;0.2608955
